USER_ID,VIDEOGAME_ID,PURCHASE_DATE,PLAYTIME
25995,385560,2019-12-15,3015
24410,362920,2021-10-06,3000
22888,398680,2015-05-14,3021
26870,388800,2023-02-28,3008
24415,386620,2023-03-19,2999
27725,299500,2022-06-17,3003
24656,289360,2017-06-11,2992
23194,301520,2023-01-03,2993
25416,380210,2022-05-26,3000
22579,338050,2017-03-29,2990
25995,225160,2020-10-22,2983
27342,397210,2021-04-26,3005
24602,32660,2023-01-22,2983
21349,351240,2012-10-20,2982
25310,356130,2022-03-22,3021
23908,386750,2012-12-04,3007
26957,364840,2020-02-24,3006
24520,3580,2020-10-25,3000
23246,11020,2018-11-13,2981
23156,381780,2019-05-28,3000
27625,354180,2021-01-05,3002
27580,209100,2015-03-29,2986
24559,286160,2023-02-07,2988
24977,371450,2023-12-04,2993
27343,351060,2021-06-29,3011
27548,342940,2020-06-21,2997
23504,212680,2013-04-14,3000
26429,314470,2020-02-13,2999
27133,344040,2023-09-24,2993
26272,200510,2018-12-04,3004
25563,8790,2021-02-19,3003
26473,300300,2015-05-12,3016
22622,24980,2016-05-23,3004
31257,290990,2015-11-01,3008
26971,383590,2016-05-27,2985
27252,335840,2022-03-15,2993
24201,15190,2015-10-21,3001
25066,391820,2014-05-03,3017
20459,327510,2015-06-04,2990
24746,319470,2019-07-11,2998
25854,227760,2023-07-23,2994
23640,329460,2020-11-05,2996
23875,368450,2016-01-07,2998
25189,340220,2019-04-16,3010
27033,303260,2018-11-03,3010
29563,405310,2020-10-30,3009
24690,406940,2014-12-05,3001
24035,400370,2015-02-11,2990
21081,361680,2017-03-19,3002
29834,395880,2016-01-02,3012
23225,316240,2018-11-27,2995
20740,314230,2015-09-11,3011
23080,46370,2017-01-18,2995
22765,273570,2020-12-16,3003
21570,270910,2015-05-18,2990
25589,361830,2022-07-13,3015
24682,356070,2024-05-20,3003
24774,290080,2016-01-28,2998
26431,400160,2014-03-15,3009
25906,243360,2020-02-28,3009
25811,41300,2018-01-11,3005
22558,314280,2018-12-07,2999
26431,392730,2020-08-27,3004
27693,359070,2019-03-10,3003
24726,221020,2015-03-13,3001
27119,314560,2019-09-01,2984
24904,293260,2013-11-02,3003
24214,372950,2018-02-22,2997
25855,390620,2023-07-13,2981
22762,316320,2021-12-26,2991
25004,348980,2018-12-24,3010
28883,7600,2023-12-18,3011
26141,335320,2020-02-01,3003
26350,405640,2020-03-05,3002
23665,378350,2018-06-06,2992
25431,229870,2023-09-28,3011
25726,331580,2015-07-02,3006
21279,313620,2015-08-25,2997
26265,341070,2014-01-07,3010
25260,38130,2022-03-19,3008
24689,37800,2012-07-13,3013
23205,16500,2024-06-13,2996
29109,281280,2016-02-13,3008
22544,367780,2018-12-24,2996
25909,276730,2022-12-20,3008
26103,273590,2012-09-27,3004
26809,407680,2019-09-02,3004
27623,391580,2019-07-06,3012
25361,373600,2012-05-31,3031
26143,362660,2022-03-20,3007
21967,279140,2013-07-12,2990
28693,342310,2020-09-03,3003
25418,217790,2013-11-27,2986
28048,347670,2023-02-01,3009
25434,355090,2015-05-28,2999
22509,294810,2015-10-21,3018
27820,314410,2022-06-21,2996
25947,244210,2017-08-08,3001
25733,337850,2013-12-12,2981
26315,307760,2014-09-29,3014
27289,331910,2016-01-18,2983
22303,44350,2013-03-28,3014
28132,304580,2012-06-25,2995
28939,388010,2024-02-25,2981
24473,363220,2013-05-29,2991
20292,396890,2017-01-05,3007
22980,361600,2020-03-22,2999
28112,293760,2021-02-14,2989
25488,202690,2016-09-06,3014
23031,371790,2012-05-04,2999
29655,286830,2016-04-13,3006
23602,311010,2019-02-28,3010
25619,258910,2020-06-11,2988
25207,239720,2013-07-01,3029
23353,347930,2020-10-13,3011
25204,391460,2017-10-02,2989
22853,286880,2019-01-06,3006
27036,386080,2017-09-26,2998
24889,207750,2020-06-27,3002
24868,365150,2014-06-15,2993
26249,346730,2019-07-23,2985
30377,264340,2020-09-27,3000
26654,279160,2021-08-08,2996
25015,234940,2024-02-02,3019
25641,208110,2014-01-05,2990
22640,17450,2023-06-05,3008
22947,376300,2012-09-26,3006
23168,302750,2021-11-15,2986
23527,37960,2018-10-14,2997
25055,356710,2020-08-28,2987
30951,384010,2024-06-26,2992
29052,10180,2014-01-20,2982
27938,378070,2015-03-16,3013
25156,281940,2023-07-10,2998
24524,61500,2020-05-07,3005
21247,350880,2020-09-21,2995
27130,365190,2015-06-22,3014
24232,252690,2019-04-19,2987
25055,326160,2020-03-11,3006
23532,356280,2019-02-20,3012
22115,65270,2021-09-08,2997
27769,393420,2013-05-31,3013
24214,362960,2019-08-03,3003
25749,310070,2014-03-22,3009
21161,349680,2022-05-10,3000
21807,347830,2023-02-25,3004
26277,291860,2013-06-20,3004
23665,247080,2017-10-01,3007
23502,301520,2023-09-28,2993
24802,389870,2013-02-16,2991
24077,19500,2017-09-15,2991
25162,377450,2024-04-01,2992
21675,212110,2022-08-31,2999
25258,384490,2018-02-22,3000
24300,284260,2020-08-13,2993
26303,39540,2013-05-23,2995
26396,341260,2023-08-15,3021
28156,332400,2021-06-15,2980
26717,328450,2013-10-20,2997
21656,314210,2017-02-14,3002
27825,362310,2017-09-19,3016
21185,299340,2022-09-02,2997
23605,363970,2017-04-17,2994
22759,214830,2013-12-25,2989
26101,280160,2023-04-16,3007
25882,346060,2022-05-15,3009
22890,12790,2019-04-27,2998
24901,37800,2024-04-13,3018
27370,366570,2020-10-26,3010
22625,330680,2021-10-13,3007
21907,210770,2015-08-31,2989
22420,3570,2013-07-25,3005
25130,361680,2017-10-22,2991
27759,20540,2013-07-13,2984
25269,312560,2018-08-22,2993
23624,1630,2021-11-10,2984
24511,259870,2015-08-22,3007
25176,380950,2018-02-03,2983
24074,347290,2017-12-20,3000
25869,335570,2015-05-26,2998
21941,349440,2012-06-22,3001
20982,38410,2013-12-02,3016
17918,365420,2015-04-20,2996
27377,396260,2016-03-28,2995
25028,63110,2022-02-22,3003
24595,397500,2015-02-26,2987
27162,356000,2023-07-21,3006
27920,286830,2014-06-13,3004
24067,46400,2023-01-30,2994
24595,372670,2016-07-25,2974
24290,375870,2016-04-24,2992
24004,409040,2017-03-02,3013
22166,38140,2015-07-14,3021
25806,330720,2013-08-17,3003
29039,332790,2020-05-16,3003
20685,13580,2018-04-08,3002
28613,9850,2017-08-06,3010
25995,301690,2022-03-20,3005
24214,282800,2020-09-15,3005
26148,345290,2013-02-16,2996
23702,375600,2012-01-17,2984
25554,323250,2020-02-06,2993
26087,343830,2021-05-22,2977
22693,352430,2012-12-20,2986
25597,233290,2021-02-05,2981
24218,367570,2017-09-20,3012
23902,400880,2016-06-10,3004
21753,295550,2023-03-20,2992
25588,304460,2014-11-23,2997
25118,244070,2020-01-05,2996
28253,329690,2020-05-25,3005
22663,382080,2018-09-27,3006
27148,361160,2015-09-17,2988
26537,292780,2023-05-24,3009
26228,384080,2019-03-29,3007
23762,312990,2014-08-29,2994
26880,233350,2020-01-27,2999
31367,301670,2019-04-14,3014
24710,250180,2013-03-03,2982
27873,382900,2019-12-31,2990
23083,269430,2021-07-02,3000
23762,115110,2021-07-16,3011
23088,360890,2013-01-24,3013
23787,340270,2020-09-21,2986
24830,275810,2014-08-05,2998
23879,209100,2019-12-17,2993
26112,307670,2012-02-24,2996
24445,399920,2022-12-29,3010
28087,310390,2013-11-25,3015
27676,344100,2015-09-10,3012
28130,408240,2022-09-06,3000
21550,213330,2014-09-01,2990
25692,316140,2013-06-01,2993
27097,40,2015-08-16,2988
23650,377140,2018-08-20,3003
30251,286940,2016-04-07,3016
26486,354920,2022-08-24,2995
24207,371700,2021-08-11,3005
25301,65530,2017-02-09,2999
27273,209730,2023-02-16,2996
25531,262870,2017-11-22,3000
22477,379430,2013-02-23,2999
22917,264710,2017-11-22,2998
25931,403860,2017-11-03,2998
23615,269330,2016-12-10,2989
23837,18470,2021-09-19,3000
23035,251210,2023-01-15,3006
23949,113420,2019-03-19,3020
22225,355800,2019-01-12,2986
24417,327650,2012-01-05,3011
26975,400110,2020-11-11,2999
24775,376490,2014-12-15,2983
26201,296510,2023-06-16,3011
22197,297110,2014-09-19,3007
25120,225000,2012-01-15,3024
24241,344860,2020-06-11,2998
24015,401120,2023-01-16,2992
23328,380750,2014-11-02,3004
24096,386180,2023-12-09,3001
23359,207430,2013-02-24,3008
24927,48110,2012-03-17,3001
28748,42950,2012-06-15,3001
24437,349320,2018-03-01,2977
23942,15320,2022-12-28,2995
28544,327980,2021-08-28,3006
25997,354240,2016-06-09,2985
24250,337490,2018-02-19,2998
22943,375180,2022-10-03,2999
23899,205190,2019-06-20,2990
29385,46370,2014-03-17,3012
22261,21030,2020-11-26,3012
23790,342560,2022-04-12,2989
23685,233110,2024-04-03,2999
25128,398000,2018-04-04,3008
21437,314770,2019-04-18,3014
24398,105100,2012-06-20,2987
26839,288120,2012-02-18,3016
24949,327500,2018-01-30,3000
27334,268970,2020-08-01,3002
23134,360170,2012-01-19,2999
25758,388340,2020-08-31,3016
24902,407830,2017-08-12,2993
25015,63200,2012-08-22,3004
28262,361830,2016-07-07,3001
25709,251210,2020-01-25,2984
22836,240720,2012-09-13,3014
22257,284260,2023-11-20,3019
24975,12790,2017-09-15,2986
25119,398960,2018-07-28,3002
25564,289820,2023-02-06,3004
24494,372340,2012-09-05,3014
26061,321390,2023-03-30,3003
26789,237850,2024-03-17,2988
25023,363180,2022-08-14,3013
24101,15170,2017-07-21,2985
25154,266210,2014-10-27,2997
24249,371510,2017-03-04,2991
27411,336150,2013-12-21,2996
23159,339570,2020-09-26,2993
26677,254590,2012-08-08,2991
25040,287580,2018-07-25,3010
25198,407150,2015-11-19,3011
20677,286940,2023-12-05,3000
25075,347030,2019-02-21,2986
24823,369830,2019-10-13,3006
25641,325730,2019-04-07,3011
25205,359350,2020-04-16,2996
24466,244070,2022-03-24,3000
23998,347330,2015-08-28,2986
23470,305720,2019-09-23,2988
25201,291030,2016-08-02,2990
23495,318480,2014-07-07,2994
20722,105800,2017-12-15,3001
25052,404460,2012-04-18,3021
25644,243450,2021-03-28,2989
24010,286940,2022-11-24,2996
25045,273590,2023-06-28,2997
24683,316370,2015-03-14,2999
22747,293660,2018-11-09,2970
25462,283820,2013-08-24,2997
25364,276220,2018-11-17,2984
23797,401970,2020-08-06,3013
26219,321030,2014-11-04,2998
25650,375250,2015-02-04,3003
26711,398180,2023-12-01,2994
25123,403560,2012-05-01,2998
25241,333250,2014-01-25,3007
24640,18070,2021-10-31,2997
26750,256390,2019-12-19,2997
27576,385530,2019-02-16,3003
25692,39200,2013-12-30,3001
27080,329440,2015-02-13,3006
25604,320300,2015-01-08,3015
25846,304810,2013-02-01,2984
21605,299030,2024-01-18,3006
24382,282620,2022-04-22,2988
24218,360580,2017-01-21,2995
25146,244410,2018-08-14,2997
24015,385530,2014-05-10,2995
26926,222880,2023-06-15,2998
27506,379210,2021-11-17,3007
24675,246980,2021-12-08,2991
29830,349840,2020-10-14,2990
26819,301610,2023-05-15,3002
26046,394230,2016-11-17,2999
24542,299150,2019-08-09,3003
26887,363680,2023-11-19,2988
21508,351810,2019-03-07,3002
25694,346920,2014-02-11,2994
23016,246090,2016-01-20,2990
23129,266330,2024-03-24,2996
25673,231160,2022-01-20,2993
24257,386900,2023-06-12,3022
25550,262690,2021-06-25,3004
25149,377310,2013-12-15,2986
27486,1500,2020-01-08,2976
26724,249330,2024-03-31,3004
22678,373990,2019-03-27,2990
24760,395500,2012-09-26,3010
25616,205190,2018-05-28,3022
22311,312720,2015-05-18,2992
21897,297410,2017-02-07,3009
25842,365320,2012-08-01,3000
24746,45420,2023-12-23,2999
28003,312520,2014-03-31,2986
24994,37010,2015-12-11,2994
25578,314710,2022-04-02,3002
22601,3900,2022-03-07,3006
29347,397330,2014-04-15,2994
23857,338350,2021-01-21,2991
27160,270070,2020-07-07,2994
27623,283960,2024-03-07,3016
25904,359450,2013-08-22,3005
29019,320520,2015-02-23,3001
24963,342660,2018-04-26,3000
26151,366000,2016-01-12,3005
23526,372490,2023-06-03,2997
24239,284020,2018-09-15,2991
24981,324070,2021-01-07,2989
27730,350310,2012-04-18,3006
25664,289930,2021-01-28,2999
27218,399430,2012-06-13,3010
19717,376300,2019-07-08,3004
27283,398250,2014-09-05,3001
25605,364790,2017-05-09,3009
24144,377360,2017-02-22,3004
27130,260230,2021-06-05,2987
26319,292670,2023-03-03,3009
24646,364060,2019-07-28,3002
26020,366760,2012-12-02,2989
26462,42850,2020-07-29,3006
24761,268970,2021-04-10,2981
25567,40300,2017-02-28,3002
24219,314250,2022-03-20,2992
23386,375170,2015-08-30,2998
21707,335190,2018-01-20,3000
26548,324260,2012-07-25,3002
25310,305620,2017-05-06,3001
24684,382420,2019-08-17,2998
26801,335830,2019-07-06,2999
26703,403190,2022-11-22,3016
21456,366060,2016-11-01,2993
24918,370390,2020-08-26,2986
24758,294230,2021-07-28,3001
24285,15710,2019-01-30,3013
25772,304350,2022-06-23,3002
24296,331400,2021-10-22,3000
21834,355170,2020-02-28,2966
26576,216930,2019-02-21,3002
21706,368590,2017-02-18,3002
24296,208630,2023-01-30,3009
30153,208710,2016-03-29,2995
26746,381870,2013-07-30,3003
24441,291610,2013-08-29,3009
24085,288970,2022-04-10,3021
26949,288630,2014-01-01,2987
22316,360530,2023-01-13,2991
27062,354380,2017-03-14,2987
23836,338350,2023-08-24,2988
24428,377310,2017-11-05,3014
24489,221640,2012-06-25,2994
22968,392920,2022-06-04,3004
22851,361230,2012-05-07,3013
22421,3530,2023-03-14,3010
26895,44100,2023-11-18,3007
23059,283560,2014-09-15,3001
22646,12120,2016-02-06,3013
26482,314560,2023-07-30,3013
25574,364420,2023-02-20,2999
24038,339820,2017-01-22,3014
23449,323250,2016-03-13,3010
22854,386970,2021-12-08,3018
28005,343830,2013-01-13,3010
25199,18000,2020-01-26,3010
22346,345140,2020-03-21,2997
22434,249930,2019-02-28,2998
25599,16000,2014-06-22,3002
26324,265330,2022-01-16,3007
21712,41400,2022-07-31,3004
24268,312420,2019-01-11,2991
24604,368050,2023-09-01,2990
29397,362140,2019-01-18,3003
22735,345710,2023-08-15,3008
26000,397690,2023-05-18,2985
25318,406090,2013-05-21,2989
21721,266980,2022-05-14,3002
25318,360890,2017-04-07,3007
23974,206230,2018-05-05,2985
26444,393550,2016-02-04,2996
23646,248800,2023-09-11,3003
23869,357340,2021-11-02,3011
28444,252530,2021-08-17,2992
24063,367000,2013-11-17,3004
25878,312780,2022-08-18,3000
23107,10120,2014-04-12,2997
22797,403740,2022-12-12,2979
27241,291930,2013-01-21,3024
21613,396850,2021-09-06,2980
23004,301380,2019-01-19,2994
26502,3010,2018-12-15,2992
26242,200990,2019-08-17,2990
25914,371190,2023-07-08,3014
23872,99300,2012-07-14,2991
25342,312990,2022-05-16,3018
25938,336150,2016-04-08,3004
27460,340300,2018-04-02,2989
22375,12430,2012-01-21,3013
24965,58200,2021-10-09,2992
28951,15560,2023-06-17,3009
24280,236150,2022-11-23,2997
25478,46380,2017-03-21,2995
27316,335570,2022-08-02,2997
26847,13000,2017-09-23,3008
22667,267360,2022-10-10,3000
24501,399130,2017-05-14,3004
24104,6510,2019-10-08,3015
22699,4290,2022-11-20,2998
28776,339910,2014-02-09,3006
26547,372190,2012-09-02,2997
25352,40720,2022-07-17,3000
23460,210950,2022-06-24,3010
25662,347480,2015-08-14,3007
24137,46490,2020-08-11,2996
24382,404510,2022-02-06,3014
27010,326180,2015-04-10,2999
25084,263880,2015-04-27,2996
24207,21300,2017-01-12,3003
23590,375900,2013-03-09,2997
25894,211740,2017-02-17,2990
26346,208630,2015-12-14,3001
29141,207370,2014-12-29,2998
28342,318300,2016-05-07,2998
25069,329460,2017-10-08,3008
26949,39500,2023-03-14,3007
24864,71340,2019-09-04,2995
28593,301200,2024-01-12,2998
25900,246700,2023-12-19,2992
24832,363520,2012-07-03,3007
26309,332810,2018-11-04,2991
23474,407420,2014-12-06,2999
24971,38180,2014-03-25,2999
24954,205830,2016-09-20,2986
26215,261880,2013-01-06,2996
27961,360550,2019-05-11,3014
22298,299500,2015-02-24,2995
28280,312610,2023-05-16,2988
25239,381850,2018-11-22,3001
24452,312370,2024-06-03,2995
24741,344760,2018-04-16,2999
26056,294140,2024-01-20,3005
24199,278510,2013-03-01,3001
22909,2360,2012-07-23,2993
27708,372770,2014-10-22,3002
26740,367430,2020-07-18,2995
23241,255220,2012-04-14,3013
25911,283180,2015-08-28,3010
23992,312750,2012-08-29,2990
22810,296870,2022-03-09,2995
21005,332700,2016-01-21,3001
24219,22120,2013-02-20,2999
22939,305380,2015-12-09,3006
24161,291190,2016-06-26,2987
24190,2800,2015-02-26,3004
24850,258950,2020-04-08,3013
21785,297740,2013-11-19,3012
23647,216910,2012-11-03,2987
27701,384970,2016-02-18,3006
24412,391420,2023-11-02,2994
25940,289240,2014-11-10,3022
24078,318090,2013-03-06,2992
23784,307880,2024-05-22,3000
26430,357330,2023-09-11,2984
24942,32110,2016-08-01,2996
29222,405440,2012-04-17,2998
26551,367030,2015-06-13,2998
25218,63650,2023-06-06,2981
24499,32650,2024-02-21,2996
27744,383930,2020-07-24,3008
26002,325790,2017-02-14,3008
25212,37310,2023-03-02,3004
24202,248470,2024-05-03,2984
28841,200960,2022-10-17,3002
24784,243360,2015-03-22,2995
24898,399520,2018-09-01,3006
27278,265240,2017-11-19,3006
25349,214910,2021-02-01,2991
21533,262590,2022-04-17,3003
27070,349780,2024-01-07,2996
25174,319230,2020-07-01,2987
24166,399070,2021-08-03,3001
25330,37390,2022-01-22,2999
25245,325930,2021-01-07,2997
29676,398920,2013-12-07,3009
26567,234670,2015-10-06,2986
23781,378070,2021-07-24,3007
28789,404070,2014-03-04,3002
24976,299030,2019-07-11,2997
23857,399070,2017-04-03,3005
23146,377530,2022-02-21,3007
29044,33930,2019-02-04,3015
25558,98400,2015-08-31,2995
22117,111010,2020-12-27,2999
21662,47110,2018-02-18,2988
24087,209390,2018-05-20,3012
25335,280890,2020-07-27,3006
22792,342910,2019-05-07,3003
25668,339110,2021-03-23,3001
26802,333220,2019-07-13,3006
22429,395420,2012-08-21,2986
21159,235320,2023-01-17,3006
24291,290730,2022-04-06,2986
23405,209060,2015-12-02,2993
24448,47700,2013-12-16,2971
26115,273590,2013-09-18,2990
23766,369000,2018-10-12,3008
26862,46600,2023-01-13,2991
26314,350640,2022-10-18,3006
24231,289690,2016-07-14,2994
24367,292200,2014-02-06,3012
24601,267730,2015-04-16,2993
26293,323260,2019-08-15,3006
25125,359810,2019-06-12,3000
29425,383330,2013-08-02,2996
25106,356910,2022-02-16,3011
25198,105420,2018-02-28,3007
25899,398900,2016-03-04,2994
27292,341860,2012-02-25,3008
23351,340,2023-09-30,3020
22081,278440,2014-01-30,2997
24845,323020,2022-09-05,2998
23786,397970,2019-08-21,2998
27299,343280,2021-11-13,2994
22862,348430,2015-03-16,2998
25192,383100,2012-03-30,2999
25780,244410,2018-02-20,3001
25566,343000,2017-04-22,2996
27111,250340,2016-11-29,2989
23043,334980,2021-06-26,2983
23882,333640,2023-02-02,3004
25613,208750,2016-10-12,3009
25948,12100,2022-07-23,3005
22985,395600,2022-12-04,2998
27604,94590,2023-06-04,2992
24242,21780,2017-08-26,3003
23698,239140,2012-08-24,3010
22595,344040,2015-06-15,3009
23093,403670,2017-01-20,3010
24740,343360,2016-12-10,3019
24006,387990,2018-05-05,2992
29235,331790,2023-05-06,3003
28299,308000,2012-01-21,3008
26872,269610,2013-11-21,3003
26977,332400,2018-01-02,3011
24162,220,2014-11-29,3015
24813,258180,2020-07-03,3004
20661,406940,2016-07-08,3003
26306,367450,2016-03-24,2995
27710,362370,2016-10-21,3022
22423,6800,2016-11-11,3007
23103,208670,2015-12-18,3008
24176,300900,2022-04-01,3004
24397,387090,2023-09-18,2981
24774,240440,2020-10-12,2999
24442,204100,2020-04-22,3004
24219,310110,2016-03-27,3006
23622,384200,2019-12-09,3008
24182,400800,2013-02-10,2998
23321,400020,2022-12-28,3005
23874,349670,2012-09-14,3007
25478,301150,2016-07-24,2982
25743,398020,2023-04-28,2998
29020,365060,2015-02-06,3001
24994,303860,2017-11-23,2997
24948,334100,2015-09-14,2994
26181,272270,2017-11-27,3004
22195,301250,2022-01-01,3010
28102,4460,2017-11-03,3006
24742,345580,2020-11-29,2985
26358,258760,2022-02-26,3000
22751,381940,2021-08-11,3004
23980,356400,2012-06-22,3002
26850,252630,2019-08-31,3004
22741,104200,2023-10-30,2988
24434,1002,2015-01-30,2991
26919,292200,2015-12-13,3008
25268,401690,2017-02-28,2995
24071,252690,2023-07-01,3006
27599,346470,2012-11-26,2989
23870,397970,2022-05-09,3004
24277,334190,2016-07-18,2995
22883,382920,2020-03-30,3004
27356,218040,2018-11-23,2995
23803,35300,2016-08-19,2996
24571,21090,2014-07-30,3015
26424,113420,2013-10-10,3003
26411,235540,2022-01-16,2997
24702,312530,2022-04-27,3004
25654,299020,2017-09-09,3006
30308,40420,2017-07-24,2990
23881,212070,2019-11-29,2992
28459,111010,2016-01-20,2995
26165,281240,2014-09-24,2984
23571,293920,2019-09-10,2984
25392,281580,2023-05-14,3000
24555,253510,2012-03-19,3005
25568,292330,2022-02-25,2999
22988,208630,2015-08-03,3008
25600,403100,2016-04-19,2975
26365,322030,2017-06-26,3007
27186,354640,2022-04-02,3000
26779,264440,2014-05-23,3005
23437,264320,2022-05-12,3005
21922,248860,2015-06-21,3008
25490,251270,2012-11-07,2988
24173,365430,2021-06-28,2998
21986,279940,2012-08-29,2989
24576,375120,2013-04-29,3003
22901,32500,2020-05-06,2986
21301,372780,2015-11-30,3015
23919,392410,2024-04-28,2997
24743,18070,2018-03-02,2987
24280,355190,2014-03-11,3004
25883,236290,2013-03-08,2996
25191,390730,2021-12-05,2995
26154,51060,2018-04-18,3005
24458,1300,2018-10-29,2992
19544,42700,2016-06-17,3002
27625,308580,2018-07-25,3007
25952,302670,2016-01-02,3008
24750,300550,2017-03-06,2984
23059,43100,2022-05-20,2991
26501,296280,2014-02-22,3020
26440,386290,2018-05-29,2991
25097,340470,2019-09-13,2995
23452,260570,2019-09-16,3000
23162,358130,2013-05-03,3032
22961,312280,2017-08-30,2995
23048,347600,2015-11-11,3008
21265,269010,2016-05-05,2978
25538,48800,2016-07-24,2994
24035,386290,2022-02-13,3006
24485,20710,2021-07-07,2986
24614,65070,2014-11-07,2997
21183,316930,2012-07-28,3008
23848,297590,2013-03-02,2992
22320,401120,2014-10-27,2992
25302,208110,2023-12-10,2985
27449,200710,2020-12-17,3007
25095,264730,2023-01-19,2997
26176,296530,2020-05-15,2996
28623,296710,2022-11-21,2991
26790,403410,2016-07-07,3011
27934,362410,2020-02-10,3002
24031,342980,2022-11-19,2985
23564,4580,2018-02-03,3004
22329,346900,2021-11-04,2995
22442,294660,2018-08-13,3000
26688,263560,2017-09-24,2987
22889,403400,2020-03-18,3011
27292,237350,2012-05-24,3005
24837,357930,2013-04-17,2997
25440,354230,2014-11-26,3002
23035,3530,2019-06-23,3002
27062,407680,2016-01-02,2998
27427,363240,2024-01-13,3001
27053,326720,2012-06-19,2999
25101,393170,2012-07-15,3013
21183,296180,2024-05-30,3009
26859,283000,2015-07-20,3020
27512,354050,2016-12-31,3007
24652,355170,2019-10-04,3015
24252,233270,2019-06-12,3001
25121,284950,2018-08-30,2998
28038,407100,2019-07-19,3005
24308,389850,2014-05-16,2987
24772,284730,2022-03-20,2997
27192,251770,2023-06-22,2998
25166,367520,2014-05-06,3002
23311,405180,2018-08-05,3003
19346,37700,2015-06-23,3001
27188,258590,2012-07-10,2984
28294,91800,2012-09-29,2999
21401,202670,2021-06-22,2996
22502,262210,2014-04-25,3011
25981,300900,2022-03-25,3008
24454,212390,2024-06-03,3007
21301,349040,2021-01-25,2987
21837,246800,2021-02-17,3010
25167,387010,2014-12-22,2994
27433,279420,2016-11-08,2986
23335,363200,2015-01-08,2985
24152,407710,2021-10-22,2988
21678,376780,2012-09-04,2978
27292,257690,2020-11-22,2997
25999,45750,2022-11-13,2992
28302,244070,2017-02-20,2999
25898,294140,2023-11-16,3000
26429,360390,2018-08-11,2984
26338,207230,2022-10-02,2978
23294,292160,2019-11-29,3015
26981,400030,2013-03-04,2997
25933,293460,2016-09-02,3006
22632,341060,2012-12-09,3008
23659,200210,2015-09-05,3001
22554,13520,2022-09-30,3008
22745,347000,2014-01-19,2991
23927,390720,2020-07-19,3005
24682,285310,2016-08-05,3006
25930,301690,2015-07-28,3004
24796,259510,2023-04-12,2993
26057,373290,2016-09-05,2995
24429,342230,2020-03-06,3000
23390,38720,2014-05-27,2999
21583,338170,2020-03-28,2997
24704,402030,2024-05-01,3004
24283,397100,2013-11-11,3000
23633,263740,2020-03-21,2985
25448,387130,2024-03-29,3002
26717,319140,2018-02-08,3008
26606,341150,2019-09-30,3000
23444,392950,2020-08-21,3010
25849,341270,2015-02-20,2994
23464,365020,2023-10-08,3003
22701,375530,2014-04-24,2979
27693,253030,2020-04-22,3007
28008,202370,2016-04-22,3022
25793,403670,2017-11-06,3007
26020,269310,2018-03-06,2998
26392,231430,2022-10-22,2988
23235,386160,2016-08-16,2979
24247,355560,2020-04-18,3006
23557,391740,2014-11-18,2999
23685,326730,2018-05-01,3008
24170,397320,2019-06-16,3008
26426,361100,2015-05-30,3006
25250,314320,2019-06-30,3016
23485,281220,2017-09-12,2996
27970,31850,2015-02-10,3001
22974,36180,2018-05-05,3010
28774,370560,2022-09-05,2999
22519,37800,2016-08-19,2992
29177,317720,2015-09-06,2992
26004,18070,2012-09-30,2996
25553,1500,2012-08-12,3003
25826,115220,2016-05-30,2987
27198,363950,2014-12-24,3003
25010,70500,2014-12-31,3002
24123,265790,2019-02-04,2971
24924,354640,2014-10-01,3005
25700,328890,2013-08-23,3018
28357,352430,2015-01-06,2972
23612,400800,2018-12-08,2997
24707,24870,2017-03-17,2987
29225,336060,2021-01-31,2997
29251,32730,2014-06-30,2989
27251,322970,2019-05-07,2995
24290,273620,2022-07-27,2986
23633,356730,2014-09-23,3002
29132,335560,2021-10-02,3001
24751,335830,2021-03-03,3007
26598,265790,2018-03-09,2990
23168,373990,2012-02-02,2997
25171,279520,2024-06-28,3007
22039,377570,2015-01-24,2995
26841,326670,2013-05-29,2996
25276,32670,2015-01-18,3006
23634,317290,2016-06-03,3004
25990,330620,2021-06-21,3006
25553,241560,2017-01-04,3002
24691,392110,2021-04-15,3005
26630,95400,2023-05-07,2990
25727,316430,2023-07-27,3000
22301,348280,2023-12-28,2995
23321,42890,2012-08-14,3007
21747,219150,2019-11-02,2994
25060,1300,2023-06-24,3004
24423,287780,2013-06-28,3007
25692,345060,2018-03-18,3013
22131,351730,2013-02-15,3007
24997,203290,2018-12-15,2989
30115,42940,2022-05-18,3009
26518,363180,2012-07-04,2987
22859,313830,2018-10-01,2998
26288,283820,2016-12-17,3006
28045,234290,2016-02-11,3014
25290,339040,2022-02-11,2998
25043,358070,2023-01-09,3000
21348,341500,2016-03-11,2989
24987,301300,2016-04-24,2988
23493,92200,2022-08-28,2988
23795,245390,2017-01-16,3003
24395,330460,2013-08-04,3019
27208,409460,2019-12-28,2983
27459,351870,2020-04-05,3000
26557,334040,2014-10-24,2991
27631,270590,2023-07-11,2984
29307,337950,2018-10-24,2998
23423,317820,2014-06-29,2994
27109,214170,2021-07-26,2990
25663,25800,2014-11-03,2995
24833,315450,2017-02-06,2991
23777,400080,2014-11-03,2998
21567,245280,2020-11-13,2996
30478,318020,2019-01-28,2999
23846,388830,2014-04-05,2994
24935,390290,2019-05-22,3002
25166,12150,2017-10-10,2994
24560,36240,2013-07-08,2995
24942,336520,2020-06-26,3009
25146,383800,2014-06-08,3011
25107,360830,2018-07-17,3005
21936,368310,2021-05-27,3000
